Customer_ID,Customer_Name,Age,Gender,City,State,Customer_Segment,Occupation,Monthly_Income,Account_Open_Year,Preferred_Payment_Mode,Preferred_Device
CUST0029,Abdul Raman,20,Female,Jaipur,Rajasthan,Student,College Student,51353,2014,Net Banking,Mobile
CUST0030,Chakradhar Mannan,71,Male,Hyderabad,Telangana,Senior Citizen,Retired Government Officer,92089,2020,Credit Card,Tablet
CUST0031,Nilima Nadig,62,Female,Delhi,Delhi,Senior Citizen,Retired Teacher,148537,2013,Net Banking,Tablet
CUST0032,Edhitha Sankar,82,Male,Chennai,Tamil Nadu,Senior Citizen,Retired Government Officer,229517,2021,UPI,Laptop
CUST0033,Ekiya Bath,20,Male,Delhi,Delhi,Student,Engineering Student,58668,2013,Credit Card,Mobile
CUST0034,Janaki Sengupta,62,Female,Ahmedabad,Gujarat,Business,Business Owner,244105,2022,UPI,Mobile
CUST0035,Triveni Thaman,40,Male,Pune,Maharashtra,Business,Business Owner,119820,2023,UPI,Tablet
CUST0036,Laban Sant,60,Male,Lucknow,Uttar Pradesh,Business,Trader,87387,2026,UPI,Tablet
CUST0037,Ishita Bahri,29,Male,Pune,Maharashtra,Business,Consultant,76202,2026,Debit Card,Mobile
CUST0038,Jacob Deshpande,19,Female,Jaipur,Rajasthan,Student,Engineering Student,122818,2015,UPI,Mobile
CUST0039,Rohan Chaudry,43,Female,Ahmedabad,Gujarat,Business,Retailer,79731,2015,Debit Card,Laptop
CUST0040,Faras Mittal,21,Female,Mumbai,Maharashtra,Student,College Student,240806,2021,Credit Card,Tablet
CUST0041,Jagat Sankar,24,Male,Kolkata,West Bengal,Student,MBA Student,66083,2021,Credit Card,Tablet
CUST0042,Agastya Mall,23,Male,Lucknow,Uttar Pradesh,Student,Engineering Student,104429,2026,UPI,Mobile
CUST0043,Peter Babu,32,Male,Pune,Maharashtra,Salaried,Bank Manager,28958,2016,Debit Card,Mobile
CUST0044,Chaaya Lanka,62,Female,Lucknow,Uttar Pradesh,Senior Citizen,Retired Teacher,99634,2025,Net Banking,Laptop
CUST0045,Ekapad Bera,37,Male,Lucknow,Uttar Pradesh,Business,Consultant,172928,2015,Debit Card,Mobile
CUST0046,Gaurang Palla,43,Female,Bengaluru,Karnataka,Business,Business Owner,195603,2024,UPI,Mobile
CUST0047,Lajita Peri,64,Female,Hyderabad,Telangana,Business,Consultant,129711,2018,Debit Card,Laptop
CUST0048,Yashvi Narayanan,75,Male,Kolkata,West Bengal,Senior Citizen,Retired Teacher,61110,2012,Net Banking,Laptop
CUST0049,Teerth Salvi,79,Female,Bengaluru,Karnataka,Senior Citizen,Retired Teacher,196600,2022,Net Banking,Laptop
CUST0050,Anika Ratta,56,Male,Lucknow,Uttar Pradesh,Business,Retailer,223921,2026,Net Banking,Tablet
CUST0051,Anthony Dhillon,23,Female,Bengaluru,Karnataka,Student,MBA Student,73761,2026,Credit Card,Tablet
CUST0052,Zaid Chacko,57,Female,Lucknow,Uttar Pradesh,Salaried,Data Analyst,223289,2021,UPI,Tablet
CUST0053,Amaira Sridhar,83,Female,Delhi,Delhi,Senior Citizen,Retired Army Officer,152734,2015,Net Banking,Tablet
CUST0054,Utkarsh Venkatesh,19,Male,Ahmedabad,Gujarat,Student,Medical Student,124032,2015,Net Banking,Laptop
CUST0055,Mahika Anand,32,Male,Kolkata,West Bengal,Business,Business Owner,222288,2012,Net Banking,Laptop
CUST0056,Rishi Memon,61,Female,Lucknow,Uttar Pradesh,Business,Consultant,66501,2017,UPI,Laptop
CUST0057,Mekhala Char,39,Female,Pune,Maharashtra,Salaried,Chartered Accountant,180233,2016,UPI,Tablet
CUST0058,Triveni Ghosh,20,Female,Kolkata,West Bengal,Student,College Student,207752,2014,Debit Card,Tablet
CUST0059,Upadhriti Buch,65,Female,Bengaluru,Karnataka,Business,Business Owner,153782,2022,Net Banking,Mobile
CUST0060,Rudra Bassi,63,Male,Bengaluru,Karnataka,Business,Restaurant Owner,185803,2016,Debit Card,Tablet
CUST0061,Ethan Jani,30,Female,Jaipur,Rajasthan,Salaried,Data Analyst,131381,2019,Debit Card,Tablet
CUST0062,Anvi Wagle,70,Female,Pune,Maharashtra,Senior Citizen,Retired Teacher,204786,2014,Net Banking,Laptop
CUST0063,Balvan Mukhopadhyay,25,Female,Pune,Maharashtra,Student,Engineering Student,60858,2021,Debit Card,Tablet
CUST0064,Ridhi Kumer,41,Female,Delhi,Delhi,Salaried,Software Engineer,20441,2024,Credit Card,Mobile
CUST0065,Hiral Master,55,Female,Lucknow,Uttar Pradesh,Salaried,Doctor,248930,2018,UPI,Tablet
CUST0066,Kala Mandal,28,Female,Kolkata,West Bengal,Salaried,Chartered Accountant,18617,2017,Net Banking,Mobile
CUST0067,Vasudha Tara,23,Male,Lucknow,Uttar Pradesh,Student,Engineering Student,144066,2019,Net Banking,Mobile
CUST0068,Hema Bali,20,Female,Kolkata,West Bengal,Student,Engineering Student,177154,2021,Debit Card,Tablet
CUST0069,Darika Dash,23,Male,Hyderabad,Telangana,Student,MBA Student,30464,2018,UPI,Mobile
CUST0070,Saumya Grewal,83,Female,Lucknow,Uttar Pradesh,Senior Citizen,Retired Teacher,107159,2013,Debit Card,Laptop
CUST0071,Bhavani Menon,60,Male,Pune,Maharashtra,Business,Trader,66522,2020,UPI,Mobile
CUST0072,Pratyush Kalita,55,Male,Pune,Maharashtra,Business,Consultant,18061,2023,Net Banking,Tablet
CUST0073,Eesha Sabharwal,56,Male,Kolkata,West Bengal,Salaried,Teacher,179666,2017,Credit Card,Laptop
CUST0074,Janani Bora,67,Female,Hyderabad,Telangana,Senior Citizen,Retired Government Officer,26154,2019,Debit Card,Laptop
CUST0075,Hamsini Mann,52,Male,Jaipur,Rajasthan,Salaried,Bank Manager,193533,2018,Debit Card,Tablet
CUST0076,Ekaraj Vasa,23,Male,Ahmedabad,Gujarat,Student,College Student,34627,2012,UPI,Mobile
CUST0077,Nihal Nagy,51,Male,Delhi,Delhi,Business,Consultant,230036,2016,Debit Card,Mobile
CUST0078,Chaaya Soman,74,Female,Delhi,Delhi,Senior Citizen,Retired Teacher,71528,2025,Net Banking,Tablet
CUST0079,Harita Ganesh,63,Female,Bengaluru,Karnataka,Senior Citizen,Retired Teacher,80827,2019,Credit Card,Mobile
CUST0080,Ekalinga Rama,37,Female,Ahmedabad,Gujarat,Business,Restaurant Owner,124494,2016,Debit Card,Laptop
CUST0081,Manan Seth,37,Male,Ahmedabad,Gujarat,Salaried,Bank Manager,44956,2015,Credit Card,Laptop
CUST0082,Girik Nigam,54,Male,Lucknow,Uttar Pradesh,Salaried,Software Engineer,172841,2017,Debit Card,Tablet
CUST0083,Ryan Dugal,43,Female,Pune,Maharashtra,Business,Consultant,87356,2024,UPI,Laptop
CUST0084,Isaac Chad,67,Male,Ahmedabad,Gujarat,Senior Citizen,Retired Teacher,105020,2019,Debit Card,Mobile
CUST0085,Qasim Sha,85,Male,Ahmedabad,Gujarat,Senior Citizen,Retired Army Officer,30223,2023,Net Banking,Mobile
CUST0086,Lucky Solanki,71,Female,Mumbai,Maharashtra,Senior Citizen,Retired Teacher,181504,2014,Credit Card,Laptop
CUST0087,Keya Dani,21,Male,Chennai,Tamil Nadu,Student,College Student,48595,2015,UPI,Tablet
CUST0088,Isaac Sawhney,29,Male,Hyderabad,Telangana,Salaried,Marketing Executive,186849,2026,UPI,Mobile
CUST0089,Bhavya Grover,57,Female,Pune,Maharashtra,Salaried,Chartered Accountant,103099,2013,Debit Card,Laptop
CUST0090,Advik Sha,80,Female,Hyderabad,Telangana,Senior Citizen,Retired Army Officer,121983,2026,UPI,Tablet
CUST0091,Sai Lanka,54,Male,Mumbai,Maharashtra,Business,Business Owner,79200,2023,Debit Card,Laptop
CUST0092,Manthan Sunder,32,Male,Lucknow,Uttar Pradesh,Salaried,Bank Manager,209218,2025,Credit Card,Mobile
CUST0093,Christopher Ramaswamy,76,Female,Jaipur,Rajasthan,Senior Citizen,Retired Army Officer,244660,2012,Credit Card,Mobile
CUST0094,Bhavika Hora,85,Male,Bengaluru,Karnataka,Senior Citizen,Retired Teacher,162441,2026,Net Banking,Mobile
CUST0095,Nisha Dash,29,Female,Chennai,Tamil Nadu,Salaried,HR Manager,165489,2015,UPI,Tablet
CUST0096,Urvashi Sethi,58,Female,Ahmedabad,Gujarat,Salaried,HR Manager,99171,2017,Credit Card,Laptop
CUST0097,Qushi Sen,25,Male,Chennai,Tamil Nadu,Student,Medical Student,56548,2025,Credit Card,Mobile
CUST0098,Pavani Bansal,23,Male,Delhi,Delhi,Salaried,HR Manager,167140,2016,Debit Card,Mobile
CUST0099,Lipika Dugal,40,Female,Pune,Maharashtra,Salaried,Bank Manager,162929,2019,Debit Card,Laptop
CUST0100,Anya Arya,47,Female,Lucknow,Uttar Pradesh,Business,Trader,128805,2022,Debit Card,Mobile
CUST0101,Radhika Sinha,64,Male,Lucknow,Uttar Pradesh,Senior Citizen,Retired Teacher,240972,2018,UPI,Mobile
CUST0102,Arin Aggarwal,20,Male,Delhi,Delhi,Student,College Student,65529,2020,UPI,Mobile
CUST0103,Nathan Bora,37,Female,Delhi,Delhi,Business,Retailer,165943,2023,Debit Card,Tablet
CUST0104,Jairaj Shetty,85,Female,Delhi,Delhi,Senior Citizen,Retired Government Officer,60872,2022,Debit Card,Mobile
CUST0105,Devika Chand,25,Female,Jaipur,Rajasthan,Salaried,Civil Engineer,81433,2013,Credit Card,Laptop
CUST0106,Radhika Grewal,40,Female,Bengaluru,Karnataka,Salaried,Data Analyst,128250,2024,UPI,Laptop
CUST0107,Edhitha Natt,23,Female,Bengaluru,Karnataka,Student,Engineering Student,28922,2024,UPI,Tablet
CUST0108,Maanas Shanker,28,Female,Lucknow,Uttar Pradesh,Salaried,Chartered Accountant,111624,2013,UPI,Laptop
CUST0109,Nimrat Chad,82,Female,Hyderabad,Telangana,Senior Citizen,Retired Army Officer,81131,2020,UPI,Mobile
CUST0110,Anay Karnik,64,Female,Pune,Maharashtra,Senior Citizen,Retired Army Officer,166987,2018,Credit Card,Mobile
CUST0111,Wishi Zacharia,19,Male,Jaipur,Rajasthan,Student,Engineering Student,125579,2019,Net Banking,Laptop
CUST0112,Indali Pandit,64,Female,Mumbai,Maharashtra,Business,Business Owner,146020,2019,UPI,Tablet
CUST0113,Vaishnavi Iyer,48,Male,Hyderabad,Telangana,Salaried,Software Engineer,234283,2013,Credit Card,Mobile
CUST0114,Rayaan Sarma,34,Female,Ahmedabad,Gujarat,Salaried,HR Manager,18341,2021,Credit Card,Tablet
CUST0115,Jagrati Bhatti,20,Female,Bengaluru,Karnataka,Student,Engineering Student,36649,2012,Net Banking,Tablet
CUST0116,Daksha Lala,49,Male,Delhi,Delhi,Salaried,Teacher,35039,2012,Credit Card,Laptop
CUST0117,Kashish Saraf,73,Male,Delhi,Delhi,Senior Citizen,Retired Government Officer,140176,2018,Debit Card,Mobile
CUST0118,Yoshita Banik,52,Female,Mumbai,Maharashtra,Business,Consultant,34379,2018,Debit Card,Laptop
CUST0119,Rudra Saha,48,Female,Jaipur,Rajasthan,Business,Consultant,220705,2018,Net Banking,Mobile
CUST0120,Zarna Bhavsar,23,Female,Chennai,Tamil Nadu,Student,Engineering Student,135493,2024,Credit Card,Mobile
CUST0121,Chasmum Magar,31,Male,Ahmedabad,Gujarat,Salaried,Data Analyst,36950,2021,UPI,Laptop
CUST0122,Chaitaly Walla,73,Female,Jaipur,Rajasthan,Senior Citizen,Retired Teacher,48009,2019,Net Banking,Tablet
CUST0123,Aradhana Sama,76,Male,Mumbai,Maharashtra,Senior Citizen,Retired Government Officer,220644,2020,UPI,Mobile
CUST0124,Omisha Ghose,24,Male,Chennai,Tamil Nadu,Salaried,Chartered Accountant,107017,2026,Debit Card,Laptop
CUST0125,Amara Sodhi,59,Female,Jaipur,Rajasthan,Business,Restaurant Owner,107893,2018,Net Banking,Tablet
CUST0126,Deepa Bera,45,Female,Bengaluru,Karnataka,Salaried,Software Engineer,132394,2016,Debit Card,Mobile
CUST0127,Xiti Ramanathan,25,Female,Chennai,Tamil Nadu,Salaried,HR Manager,143779,2013,Net Banking,Mobile
CUST0128,Lipika Purohit,76,Male,Bengaluru,Karnataka,Senior Citizen,Retired Government Officer,220699,2013,Debit Card,Laptop
CUST0129,Ansh Parikh,78,Female,Mumbai,Maharashtra,Senior Citizen,Retired Banker,247261,2025,Credit Card,Mobile
CUST0130,Gagan Mukherjee,21,Male,Chennai,Tamil Nadu,Student,College Student,146093,2021,Credit Card,Tablet
CUST0131,Girik Sem,73,Female,Pune,Maharashtra,Senior Citizen,Retired Government Officer,237381,2026,Credit Card,Laptop
CUST0132,Kevin Sandal,62,Female,Lucknow,Uttar Pradesh,Business,Business Owner,247823,2015,Debit Card,Laptop
CUST0133,Charvi Bir,55,Female,Ahmedabad,Gujarat,Salaried,HR Manager,112506,2017,Net Banking,Laptop
CUST0134,Ijaya Dani,25,Male,Bengaluru,Karnataka,Salaried,HR Manager,237047,2021,Debit Card,Mobile
CUST0135,Ekavir Choudhary,29,Female,Delhi,Delhi,Business,Retailer,90856,2025,Debit Card,Tablet
CUST0136,Ekapad Varughese,66,Male,Mumbai,Maharashtra,Senior Citizen,Retired Banker,169468,2023,Credit Card,Tablet
CUST0137,Yatan Madan,64,Female,Mumbai,Maharashtra,Senior Citizen,Retired Teacher,119875,2014,Debit Card,Tablet
CUST0138,Viraj Khurana,39,Male,Hyderabad,Telangana,Business,Trader,196567,2023,Net Banking,Laptop
CUST0139,Megha Pandey,26,Male,Ahmedabad,Gujarat,Salaried,Teacher,30524,2016,UPI,Tablet
CUST0140,Girik Ramachandran,31,Female,Hyderabad,Telangana,Salaried,HR Manager,188329,2021,Credit Card,Tablet
CUST0141,Nitesh Halder,18,Male,Hyderabad,Telangana,Student,Medical Student,188943,2024,UPI,Tablet
CUST0142,Yachana Mann,45,Male,Lucknow,Uttar Pradesh,Salaried,Doctor,25194,2021,Debit Card,Mobile
CUST0143,Vaishnavi Brahmbhatt,43,Female,Pune,Maharashtra,Salaried,Teacher,24168,2015,Net Banking,Laptop
CUST0144,Chakradhar Doctor,53,Male,Bengaluru,Karnataka,Salaried,HR Manager,220557,2024,Net Banking,Tablet
CUST0145,Triya Guha,24,Female,Lucknow,Uttar Pradesh,Salaried,Software Engineer,146592,2020,UPI,Mobile
CUST0146,Michael Mitra,51,Female,Lucknow,Uttar Pradesh,Salaried,Marketing Executive,143451,2022,Debit Card,Laptop
CUST0147,Aayush Pandey,29,Female,Kolkata,West Bengal,Salaried,Chartered Accountant,140576,2026,Net Banking,Tablet
CUST0148,Jeremiah Ahuja,44,Male,Kolkata,West Bengal,Salaried,Marketing Executive,171484,2012,Credit Card,Mobile
CUST0149,Varenya Misra,20,Female,Delhi,Delhi,Student,College Student,104169,2024,UPI,Tablet
CUST0150,Amaira Ghosh,54,Male,Hyderabad,Telangana,Business,Retailer,211009,2015,Credit Card,Laptop
CUST0151,Gunbir Oza,37,Male,Chennai,Tamil Nadu,Salaried,Teacher,25099,2024,Credit Card,Tablet
CUST0152,Wishi Mitter,19,Male,Lucknow,Uttar Pradesh,Student,MBA Student,224198,2014,Net Banking,Laptop
CUST0153,Baghyawati Apte,21,Female,Ahmedabad,Gujarat,Student,Engineering Student,122182,2013,Net Banking,Mobile
CUST0154,Eiravati Upadhyay,36,Male,Mumbai,Maharashtra,Salaried,HR Manager,117487,2019,Net Banking,Mobile
CUST0155,Diya Nayar,25,Male,Pune,Maharashtra,Student,Medical Student,136852,2015,Net Banking,Tablet
CUST0156,Daniel Bera,25,Female,Kolkata,West Bengal,Student,MBA Student,61060,2025,Net Banking,Mobile
CUST0157,Urmi Varkey,32,Male,Lucknow,Uttar Pradesh,Salaried,Marketing Executive,62775,2026,UPI,Mobile
CUST0158,Zaitra Prakash,23,Male,Delhi,Delhi,Student,MBA Student,52365,2020,Debit Card,Laptop
CUST0159,Dalaja Chander,42,Male,Pune,Maharashtra,Salaried,Civil Engineer,154541,2024,UPI,Laptop
CUST0160,Ranveer Gopal,44,Male,Pune,Maharashtra,Business,Business Owner,16162,2017,Net Banking,Laptop
CUST0161,Harsh Edwin,64,Male,Kolkata,West Bengal,Business,Restaurant Owner,19428,2014,Credit Card,Tablet
CUST0162,Qabil Rajan,60,Male,Mumbai,Maharashtra,Senior Citizen,Retired Banker,173272,2021,UPI,Tablet
CUST0163,Teerth Kaul,66,Male,Chennai,Tamil Nadu,Senior Citizen,Retired Banker,84988,2025,UPI,Laptop
CUST0164,Riya Bail,66,Female,Chennai,Tamil Nadu,Senior Citizen,Retired Banker,23515,2015,UPI,Tablet
CUST0165,Madhav Raja,21,Female,Mumbai,Maharashtra,Student,MBA Student,92237,2020,Credit Card,Mobile
CUST0166,Krish Bansal,22,Female,Mumbai,Maharashtra,Student,College Student,189717,2022,Net Banking,Tablet
CUST0167,Champak Rajagopal,28,Female,Jaipur,Rajasthan,Business,Business Owner,42533,2020,Debit Card,Laptop
CUST0168,Aarav Rama,69,Female,Hyderabad,Telangana,Senior Citizen,Retired Army Officer,234407,2021,UPI,Tablet
CUST0169,Ucchal Nagi,22,Female,Ahmedabad,Gujarat,Student,College Student,184784,2019,Net Banking,Tablet
CUST0170,Chavvi Virk,20,Male,Ahmedabad,Gujarat,Student,College Student,114888,2021,Credit Card,Tablet
CUST0171,Balhaar Raman,25,Male,Jaipur,Rajasthan,Student,Medical Student,230334,2014,Debit Card,Mobile
CUST0172,Laban Khatri,20,Male,Delhi,Delhi,Student,Engineering Student,101199,2014,UPI,Tablet
CUST0173,Vamakshi Chana,28,Male,Hyderabad,Telangana,Salaried,Marketing Executive,106788,2023,Credit Card,Laptop
CUST0174,Tamanna Jani,65,Female,Mumbai,Maharashtra,Business,Retailer,180110,2019,Credit Card,Tablet
CUST0175,Garima Bora,19,Male,Lucknow,Uttar Pradesh,Student,College Student,54129,2026,Net Banking,Laptop
CUST0176,Yashawini Sandal,37,Female,Lucknow,Uttar Pradesh,Salaried,Doctor,101096,2015,Credit Card,Laptop
CUST0177,Nikita Sinha,28,Male,Pune,Maharashtra,Business,Restaurant Owner,31295,2020,Debit Card,Tablet
CUST0178,Alexander Ranganathan,60,Male,Hyderabad,Telangana,Senior Citizen,Retired Teacher,47947,2020,UPI,Tablet
CUST0179,Oeshi Chana,64,Female,Bengaluru,Karnataka,Senior Citizen,Retired Teacher,162087,2024,UPI,Tablet
CUST0180,Amaira Varty,65,Male,Mumbai,Maharashtra,Business,Restaurant Owner,67160,2023,Net Banking,Mobile
CUST0181,Indali Kurian,25,Male,Bengaluru,Karnataka,Student,College Student,217406,2025,UPI,Laptop
CUST0182,Tripti Banerjee,79,Female,Pune,Maharashtra,Senior Citizen,Retired Government Officer,229880,2018,Net Banking,Mobile
CUST0183,Watika Trivedi,34,Male,Bengaluru,Karnataka,Salaried,Chartered Accountant,47234,2017,UPI,Tablet
CUST0184,Chandran Krishnan,25,Female,Chennai,Tamil Nadu,Student,MBA Student,81845,2015,Credit Card,Laptop
CUST0185,Dalaja Mander,23,Female,Ahmedabad,Gujarat,Salaried,Bank Manager,108610,2016,Debit Card,Laptop
CUST0186,Dominic Bhagat,21,Male,Mumbai,Maharashtra,Student,MBA Student,85582,2021,Net Banking,Tablet
CUST0187,Thomas Chopra,73,Female,Kolkata,West Bengal,Senior Citizen,Retired Banker,182257,2013,Net Banking,Mobile
CUST0188,Keya Devan,85,Female,Delhi,Delhi,Senior Citizen,Retired Banker,26545,2024,Credit Card,Laptop
CUST0189,Nathan Oak,23,Male,Chennai,Tamil Nadu,Student,College Student,192428,2020,Credit Card,Tablet
CUST0190,Brinda Memon,65,Female,Mumbai,Maharashtra,Senior Citizen,Retired Army Officer,173606,2012,UPI,Laptop
CUST0191,Ishaan Gour,65,Male,Bengaluru,Karnataka,Senior Citizen,Retired Government Officer,148796,2021,UPI,Mobile
CUST0192,Bhavna Gulati,47,Male,Ahmedabad,Gujarat,Business,Trader,121328,2015,Debit Card,Mobile
CUST0193,Hardik Chandran,21,Female,Delhi,Delhi,Student,Medical Student,80868,2024,Debit Card,Laptop
CUST0194,Suhani Bhardwaj,41,Male,Mumbai,Maharashtra,Salaried,HR Manager,145920,2023,UPI,Tablet
CUST0195,Jatin Jani,24,Female,Mumbai,Maharashtra,Student,College Student,224424,2015,UPI,Tablet
CUST0196,Panini Pai,68,Male,Hyderabad,Telangana,Senior Citizen,Retired Government Officer,150518,2017,UPI,Mobile
CUST0197,Ishani Basak,65,Female,Lucknow,Uttar Pradesh,Business,Business Owner,204794,2016,Net Banking,Laptop
CUST0198,Ikshita Mutti,45,Female,Hyderabad,Telangana,Business,Consultant,22352,2025,UPI,Laptop
CUST0199,Jack Vaidya,39,Male,Pune,Maharashtra,Salaried,Software Engineer,17818,2019,Credit Card,Laptop
CUST0200,Eiravati Kala,63,Female,Ahmedabad,Gujarat,Business,Consultant,189510,2013,UPI,Tablet
CUST0201,Chavvi Mohanty,25,Male,Lucknow,Uttar Pradesh,Student,College Student,138810,2019,Credit Card,Laptop
CUST0202,Riya Tara,24,Male,Kolkata,West Bengal,Salaried,Marketing Executive,128786,2023,Credit Card,Laptop
CUST0203,Ishani Shan,38,Female,Bengaluru,Karnataka,Business,Business Owner,26089,2026,Net Banking,Mobile
CUST0204,Vyanjana Gole,44,Male,Ahmedabad,Gujarat,Salaried,Marketing Executive,178238,2016,Debit Card,Laptop
CUST0205,Yatin Nagarajan,66,Male,Hyderabad,Telangana,Senior Citizen,Retired Government Officer,193946,2012,Debit Card,Tablet
CUST0206,Udarsh Gade,44,Female,Bengaluru,Karnataka,Salaried,Civil Engineer,99949,2016,UPI,Mobile
CUST0207,Unni Krishnamurthy,47,Female,Hyderabad,Telangana,Salaried,Software Engineer,225085,2012,Credit Card,Mobile
CUST0208,Onkar Banerjee,34,Female,Bengaluru,Karnataka,Business,Restaurant Owner,36884,2017,Credit Card,Mobile
CUST0209,David Chaudhuri,54,Female,Chennai,Tamil Nadu,Business,Business Owner,72437,2018,Credit Card,Tablet
CUST0210,Aryan Mahal,29,Female,Hyderabad,Telangana,Business,Retailer,170067,2018,UPI,Tablet
CUST0211,Imaran Chowdhury,72,Male,Ahmedabad,Gujarat,Senior Citizen,Retired Teacher,236941,2014,UPI,Mobile
CUST0212,Liam Ravi,75,Female,Delhi,Delhi,Senior Citizen,Retired Army Officer,232339,2020,UPI,Laptop
CUST0213,Isaiah Sengupta,51,Male,Hyderabad,Telangana,Salaried,Civil Engineer,122421,2022,Debit Card,Laptop
CUST0214,Samuel Ram,79,Female,Mumbai,Maharashtra,Senior Citizen,Retired Army Officer,200417,2012,Debit Card,Tablet
CUST0215,Rehaan Ravi,39,Female,Mumbai,Maharashtra,Business,Restaurant Owner,235517,2022,Net Banking,Tablet
CUST0216,Nilima Bail,25,Male,Delhi,Delhi,Student,MBA Student,106582,2023,Debit Card,Laptop
CUST0217,Udant Dara,44,Female,Pune,Maharashtra,Salaried,HR Manager,240813,2021,Debit Card,Laptop
CUST0218,Siya Ganesan,18,Female,Pune,Maharashtra,Student,Medical Student,33451,2023,UPI,Tablet
CUST0219,Harsh Goswami,82,Female,Pune,Maharashtra,Senior Citizen,Retired Teacher,113279,2023,Credit Card,Laptop
CUST0220,Banjeet Virk,22,Female,Kolkata,West Bengal,Student,Engineering Student,28871,2017,UPI,Mobile
CUST0221,Agastya Sharaf,32,Male,Lucknow,Uttar Pradesh,Salaried,Chartered Accountant,65181,2019,Credit Card,Tablet
CUST0222,Waida Thaker,22,Female,Hyderabad,Telangana,Student,Medical Student,178374,2012,UPI,Mobile
CUST0223,Theodore Gara,45,Male,Bengaluru,Karnataka,Business,Restaurant Owner,208321,2024,Net Banking,Tablet
CUST0224,Sneha Vala,21,Female,Bengaluru,Karnataka,Student,College Student,35885,2023,Credit Card,Tablet
CUST0225,Pranav Wable,47,Female,Jaipur,Rajasthan,Salaried,Marketing Executive,211463,2017,Net Banking,Laptop
CUST0226,Matthew Varughese,22,Male,Mumbai,Maharashtra,Student,College Student,179426,2024,Credit Card,Mobile
CUST0227,Elijah Panchal,72,Male,Jaipur,Rajasthan,Senior Citizen,Retired Army Officer,246383,2013,Debit Card,Tablet
